Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Dach LLC,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Jessica Martinez,13/05/2024,SAAS,Opportunity,5,Nurturing,3,492,60,27/11/2024,,,
Carter-Blick,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,11/03/2024,Custom solution,Opportunity,5,Nurturing,3,1115,10,22/08/2024,,,
Klocko-Lindgren,Portugal,38.736946,-9.142685,Education & Science,Small (11-200),Emily Johnson,02/04/2024,SAAS,Opportunity,5,Nurturing,3,935,30,31/12/2024,,,
"Koepp, Bosco and Hodkiewicz",Spain,40.416775,-3.703790,Professional Services  & Consulting,Small (11-200),Laura Thompson,29/01/2024,SAAS,Opportunity,5,Nurturing,3,847,30,05/05/2024,,,
Ratke and Sons,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),David Wilson,06/01/2024,Services,Opportunity,5,Nurturing,3,1738,50,13/07/2024,,,
"Hudson, Bergnaum and Gerlach",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),John Smith,11/01/2024,SAAS,Opportunity,5,Nurturing,3,784,50,23/03/2024,,,
Lynch-Gulgowski,France,48.864716,2.349014,Retail & Distribution,Small (11-200),Laura Thompson,02/01/2024,Custom solution,Opportunity,5,Nurturing,3,832,20,25/12/2024,,,
Ryan Group,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Laura Thompson,13/05/2024,Services,Opportunity,5,Nurturing,3,327,90,20/03/2025,,,
"Barton, Schumm and Wilderman",Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Laura Thompson,03/03/2024,Services,Opportunity,5,Nurturing,3,778,40,12/02/2025,,,
"Williamson, Gottlieb and Kuphal",Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Michael Brown,27/01/2024,SAAS,Opportunity,5,Nurturing,3,934,20,16/05/2024,,,
"Larkin, Kshlerin and Moore",France,48.864716,2.349014,Government Administration Healthcare,Small (11-200),Laura Thompson,10/03/2024,SAAS,Opportunity,5,Nurturing,3,858,40,09/06/2024,,,
Kautzer and Sons,Spain,40.416775,-3.703790,Transportation & Logistics,Small (11-200),Laura Thompson,14/05/2024,SAAS,Opportunity,5,Nurturing,3,857,50,07/03/2025,,,
"Jaskolski, Krajcik and Bergnaum",Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),David Wilson,26/04/2024,SAAS,Opportunity,5,Nurturing,3,995,80,27/03/2025,,,
Kutch Inc,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),John Smith,17/05/2024,Services,Opportunity,5,Nurturing,3,1245,20,03/11/2024,,,
Becker Inc,Spain,40.416775,-3.703790,Government Administration Healthcare,Small (11-200),Laura Thompson,07/01/2024,Services,Opportunity,5,Nurturing,3,1970,40,11/11/2024,,,
"Mills, Schuppe and Stracke",Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Laura Thompson,28/03/2024,Custom solution,Opportunity,5,Nurturing,3,1458,40,31/12/2024,,,
McGlynn-Friesen,Italy,41.902782,12.496366,Education & Science,Small (11-200),Laura Thompson,04/04/2024,Services,Opportunity,5,Nurturing,3,513,50,24/08/2024,,,
Stoltenberg-Koepp,France,48.864716,2.349014,Banking and Finance,Small (11-200),Sarah Davis,23/05/2024,SAAS,Opportunity,5,Nurturing,3,677,30,26/01/2025,,,
"Emmerich, Schinner and McKenzie",Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Kevin Anderson,28/03/2024,Custom solution,Opportunity,5,Nurturing,3,485,30,20/07/2024,,,
"Stoltenberg, Hoppe and Funk",France,48.864716,2.349014,Education & Science,Small (11-200),Kevin Anderson,22/03/2024,Services,Opportunity,5,Nurturing,3,429,20,22/05/2024,,,
Schowalter and Sons,Belgium,51.260197,4.402771,Manufacturing & Production,Small (11-200),Jessica Martinez,22/01/2024,Custom solution,Opportunity,5,Nurturing,3,1347,40,26/12/2024,,,
Lakin-Ondricka,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,28/05/2024,SAAS,Opportunity,5,Nurturing,3,1029,20,04/07/2024,,,
"Kunde, Smitham and Hills",Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,27/02/2024,Services,Opportunity,5,Nurturing,3,1989,60,21/04/2024,,,
Kilback-Blick,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),John Smith,15/03/2024,SAAS,Opportunity,5,Nurturing,3,292,30,09/04/2024,,,
Ledner LLC,Austria,48.210033,16.363449,Entertainment & Media & Hospitality,Small (11-200),Michael Brown,31/05/2024,SAAS,Opportunity,5,Nurturing,3,1476,100,20/11/2024,,,
Reichel and Sons,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),John Smith,17/05/2024,Services,Opportunity,5,Nurturing,3,384,90,18/12/2024,,,
Mills-Donnelly,France,48.864716,2.349014,Telecommunications,Small (11-200),David Wilson,09/02/2024,Custom solution,Opportunity,5,Nurturing,3,1199,10,13/07/2024,,,
Shanahan Inc,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),David Wilson,02/02/2024,SAAS,Opportunity,5,Nurturing,3,1984,20,09/09/2024,,,
West-Wyman,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Laura Thompson,14/05/2024,SAAS,Opportunity,5,Nurturing,3,207,20,22/08/2024,,,
Wunsch LLC,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),John Smith,22/02/2024,SAAS,Opportunity,5,Nurturing,3,691,30,25/11/2024,,,
"Ritchie, Rutherford and Blick",Switzerland,46.204391,6.143158,Manufacturing & Production,Small (11-200),Jessica Martinez,26/03/2024,Services,Opportunity,5,Nurturing,3,1155,50,17/04/2024,,,
Ratke-Zulauf,Austria,48.210033,16.363449,Education & Science,Small (11-200),Jessica Martinez,26/04/2024,SAAS,Opportunity,5,Nurturing,3,361,20,29/05/2024,,,
Hodkiewicz-Wunsch,Germany,52.520008,13.404954,Retail & Distribution,Small (11-200),Laura Thompson,04/02/2024,Custom solution,Opportunity,5,Nurturing,3,1522,20,06/12/2024,,,
Zulauf Group,Netherlands,52.370216,4.895168,Telecommunications,Small (11-200),Jessica Martinez,07/04/2024,SAAS,Opportunity,5,Nurturing,3,545,60,05/09/2024,,,
"Powlowski, Weissnat and Pollich",Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Laura Thompson,11/05/2024,SAAS,Opportunity,5,Nurturing,3,1246,80,02/11/2024,,,
Swift-Wolf,Portugal,38.736946,-9.142685,Agriculture & Mining,Small (11-200),Laura Thompson,28/01/2024,SAAS,Opportunity,5,Nurturing,3,1123,30,10/04/2024,,,
"Paucek, Sanford and Feil",Netherlands,52.370216,4.895168,Manufacturing & Production,Small (11-200),Michael Brown,20/04/2024,SAAS,Opportunity,5,Nurturing,3,1527,60,21/07/2024,,,
"Quigley, Volkman and Kihn",Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Kevin Anderson,22/02/2024,Services,Opportunity,5,Nurturing,3,974,50,12/12/2024,,,
Kerluke and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Jessica Martinez,26/03/2024,Services,Opportunity,5,Nurturing,3,1840,70,18/06/2024,,,
Carroll and Sons,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),John Smith,28/03/2024,Services,Opportunity,5,Nurturing,3,1970,50,11/11/2024,,,
"Jerde, Torphy and Hirthe",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Laura Thompson,12/04/2024,Services,Opportunity,5,Nurturing,3,1803,20,25/06/2024,,,
Hermann-Kreiger,Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Michael Brown,05/01/2024,Services,Opportunity,5,Nurturing,3,1086,80,28/09/2024,,,
Camido,Netherlands,52.370216,4.895168,Banking and Finance,Micro (1-10),Michael Brown,15/01/2024,Services,Opportunity,5,Nurturing,3,904,50,28/04/2024,,,
Eamia,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),Kevin Anderson,31/03/2024,Custom solution,Opportunity,5,Nurturing,3,357,40,12/10/2024,,,
Centimia,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Micro (1-10),David Wilson,22/01/2024,Services,Opportunity,5,Nurturing,3,1158,40,19/06/2024,,,
Browsetype,Spain,40.416775,-3.703790,Recreation & Sports,Micro (1-10),Kevin Anderson,01/05/2024,Services,Opportunity,5,Nurturing,3,830,100,25/07/2024,,,
Babbleopia,Austria,48.210033,16.363449,IT & IT Services,Micro (1-10),Laura Thompson,25/01/2024,SAAS,Opportunity,5,Nurturing,3,1055,30,26/08/2024,,,
Yakitri,Belgium,51.260197,4.402771,Government Administration Healthcare,Micro (1-10),Jessica Martinez,31/05/2024,SAAS,Opportunity,5,Nurturing,3,1128,90,26/02/2025,,,
Linkbuzz,Spain,40.416775,-3.703790,IT & IT Services,Micro (1-10),John Smith,14/03/2024,SAAS,Opportunity,5,Nurturing,3,649,20,26/10/2024,,,
Oozz,Belgium,51.260197,4.402771,Banking and Finance,Micro (1-10),Laura Thompson,15/02/2024,SAAS,Opportunity,5,Nurturing,3,240,40,30/01/2025,,,
Blogtags,Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Laura Thompson,15/02/2024,Services,Opportunity,5,Nurturing,3,639,20,19/11/2024,,,
Senger and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),Emily Johnson,02/04/2024,SAAS,Opportunity,5,Nurturing,3,895,50,13/11/2024,,,
Windler-Gutmann,Switzerland,46.204391,6.143158,IT & IT Services,Micro (1-10),Michael Brown,25/04/2024,SAAS,Opportunity,5,Nurturing,3,617,20,30/11/2024,,,
Mueller-Conroy,Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Kevin Anderson,09/03/2024,Services,Opportunity,5,Nurturing,3,805,40,18/08/2024,,,
"Kohler, Konopelski and Runolfsdottir",Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Jessica Martinez,18/03/2024,SAAS,Opportunity,5,Nurturing,3,870,10,06/02/2025,,,
"Schuster, Beahan and Nolan",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Micro (1-10),Michael Brown,13/02/2024,Custom solution,Opportunity,5,Nurturing,3,1026,90,08/03/2024,,,
"Donnelly, Jacobi and Gutmann",Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),John Smith,21/03/2024,Services,Opportunity,5,Nurturing,3,1149,20,04/07/2024,,,
Considine-Boyer,France,48.864716,2.349014,Construction & Engineering,Micro (1-10),Emily Johnson,20/05/2024,SAAS,Opportunity,5,Nurturing,3,568,90,13/03/2025,,,
Pfeffer LLC,Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),John Smith,25/02/2024,SAAS,Opportunity,5,Nurturing,3,1110,60,07/04/2024,,,
"Nader, McClure and Reynolds",Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),Jessica Martinez,10/02/2024,SAAS,Opportunity,5,Nurturing,3,350,20,20/08/2024,,,
Kohler-Kuhlman,France,48.864716,2.349014,Recreation & Sports,Micro (1-10),Laura Thompson,29/03/2024,SAAS,Opportunity,5,Nurturing,3,551,100,26/12/2024,,,
Krajcik-Schroeder,Portugal,38.736946,-9.142685,Education & Science,Micro (1-10),Laura Thompson,22/01/2024,Services,Opportunity,5,Nurturing,3,900,30,10/06/2024,,,
Dietrich and Sons,Spain,40.416775,-3.703790,Energy & Utilities,Micro (1-10),Laura Thompson,19/03/2024,Services,Opportunity,5,Nurturing,3,885,30,19/12/2024,,,
Stracke-Fritsch,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Micro (1-10),Laura Thompson,10/04/2024,Services,Opportunity,5,Nurturing,3,585,40,07/01/2025,,,
Berge-Mills,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),John Smith,13/05/2024,SAAS,Opportunity,5,Nurturing,3,694,10,29/03/2025,,,
Barrows and Sons,Germany,52.520008,13.404954,Professional Services  & Consulting,Micro (1-10),Emily Johnson,20/03/2024,Custom solution,Opportunity,5,Nurturing,3,1061,80,01/02/2025,,,
Rice-Bins,Austria,48.210033,16.363449,Agriculture & Mining,Micro (1-10),David Wilson,17/01/2024,SAAS,Opportunity,5,Nurturing,3,664,10,21/03/2024,,,
"Heathcote, Lemke and Abbott",Portugal,38.736946,-9.142685,Banking and Finance,Micro (1-10),Jessica Martinez,09/03/2024,SAAS,Opportunity,5,Nurturing,3,990,80,29/03/2024,,,
Borer-Leannon,Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),Jessica Martinez,03/01/2024,SAAS,Opportunity,5,Nurturing,3,1074,60,27/03/2024,,,
"King, Lockman and Hansen",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Laura Thompson,16/01/2024,SAAS,Opportunity,5,Nurturing,3,496,10,19/06/2024,,,
Funk-Stehr,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Micro (1-10),Laura Thompson,04/04/2024,SAAS,Opportunity,5,Nurturing,3,715,20,26/05/2024,,,
"Dooley, Jast and Lindgren",Switzerland,46.204391,6.143158,Government Administration Healthcare,Micro (1-10),Jessica Martinez,18/05/2024,Services,Opportunity,5,Nurturing,3,475,50,27/09/2024,,,
Shanahan and Sons,France,48.864716,2.349014,Telecommunications,Micro (1-10),Laura Thompson,01/03/2024,Services,Opportunity,5,Nurturing,3,530,60,21/02/2025,,,
Heller Inc,Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Michael Brown,19/03/2024,Custom solution,Opportunity,5,Nurturing,3,984,30,13/10/2024,,,
"Treutel, Grant and Mayert",Germany,52.520008,13.404954,Education & Science,Micro (1-10),Jessica Martinez,25/01/2024,Services,Opportunity,5,Nurturing,3,550,60,09/07/2024,,,
Batz and Sons,Germany,52.520008,13.404954,Banking and Finance,Micro (1-10),Laura Thompson,27/05/2024,SAAS,Opportunity,5,Nurturing,3,849,30,27/08/2024,,,
"Bergnaum, Heidenreich and Shields",Italy,41.902782,12.496366,Recreation & Sports,Micro (1-10),John Smith,15/03/2024,Services,Opportunity,5,Nurturing,3,933,60,18/04/2024,,,
Thompson Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Micro (1-10),Emily Johnson,21/05/2024,SAAS,Opportunity,5,Nurturing,3,550,50,15/08/2024,,,
Bashirian Group,Spain,40.416775,-3.703790,Transportation & Logistics,Micro (1-10),Laura Thompson,18/03/2024,Services,Opportunity,5,Nurturing,3,540,20,16/09/2024,,,
Hamill-Funk,Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Laura Thompson,16/01/2024,Services,Opportunity,5,Nurturing,3,537,50,09/04/2024,,,
Senger-Kunze,Portugal,38.736946,-9.142685,Banking and Finance,Micro (1-10),Sarah Davis,21/03/2024,Services,Opportunity,5,Nurturing,3,210,20,30/12/2024,,,
"Quitzon, Lindgren and Ruecker",Austria,48.210033,16.363449,Manufacturing & Production,Micro (1-10),Jessica Martinez,20/03/2024,SAAS,Opportunity,5,Nurturing,3,404,80,02/12/2024,,,
"Maggio, Heidenreich and Wolf",France,48.864716,2.349014,Retail & Distribution,Micro (1-10),Sarah Davis,21/03/2024,SAAS,Opportunity,5,Nurturing,3,894,50,24/07/2024,,,
Bechtelar Inc,Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Laura Thompson,09/01/2024,Custom solution,Opportunity,5,Nurturing,3,823,50,22/04/2024,,,
"Wyman, Crona and Little",Netherlands,52.370216,4.895168,Telecommunications,Micro (1-10),Jessica Martinez,25/05/2024,Custom solution,Opportunity,5,Nurturing,3,1159,30,16/08/2024,,,
Lindgren-Hoeger,Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),David Wilson,21/01/2024,Custom solution,Opportunity,5,Nurturing,3,903,60,24/06/2024,,,
Thiel-Abbott,Austria,48.210033,16.363449,IT & IT Services,Micro (1-10),Laura Thompson,22/03/2024,Services,Opportunity,5,Nurturing,3,365,90,01/05/2024,,,
"Gulgowski, Schumm and Johnston",Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Laura Thompson,19/05/2024,SAAS,Opportunity,5,Nurturing,3,865,30,23/03/2025,,,
"Halvorson, O'Hara and Johnson",Belgium,51.260197,4.402771,IT & IT Services,Micro (1-10),Michael Brown,20/02/2024,Custom solution,Opportunity,5,Nurturing,3,315,30,21/08/2024,,,
Rau-Hammes,Italy,41.902782,12.496366,Banking and Finance,Micro (1-10),David Wilson,04/01/2024,SAAS,Opportunity,5,Nurturing,3,747,60,19/07/2024,,,
Denesik-Heaney,Italy,41.902782,12.496366,Education & Science,Micro (1-10),Jessica Martinez,10/03/2024,Custom solution,Opportunity,5,Nurturing,3,368,50,11/04/2024,,,
Smith-Murphy,Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Kevin Anderson,24/03/2024,SAAS,Opportunity,5,Nurturing,3,1005,30,08/10/2024,,,
"Pagac, Barrows and Keeling",Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Michael Brown,24/01/2024,SAAS,Opportunity,5,Nurturing,3,454,100,19/12/2024,,,
Grant-Hahn,France,48.864716,2.349014,Retail & Distribution,Micro (1-10),Emily Johnson,15/05/2024,SAAS,Opportunity,5,Nurturing,3,495,40,15/11/2024,,,
Rooxo,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,31/03/2024,Services,Opportunity,5,Nurturing,3,4935,50,31/01/2025,,,
Kimia,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Laura Thompson,05/05/2024,Services,Opportunity,5,Nurturing,3,4189,80,24/12/2024,,,
Yoveo,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Jessica Martinez,09/01/2024,SAAS,Opportunity,5,Nurturing,3,2434,50,08/02/2024,,,
Oyoba,Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),Jessica Martinez,07/03/2024,Services,Opportunity,5,Nurturing,3,4418,100,22/06/2024,,,
Oloo,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Emily Johnson,17/04/2024,Custom solution,Opportunity,5,Nurturing,3,3012,60,10/03/2025,,,
Eadel,Belgium,51.260197,4.402771,Government Administration Healthcare,Medium (201-500),Michael Brown,27/03/2024,Services,Opportunity,5,Nurturing,3,3207,10,09/02/2025,,,
Oyondu,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),John Smith,09/05/2024,Services,Opportunity,5,Nurturing,3,7583,60,10/01/2025,,,
Realpoint,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,27/05/2024,Services,Opportunity,5,Nurturing,3,318,80,12/10/2024,,,
Trudeo,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Kevin Anderson,01/05/2024,Services,Opportunity,5,Nurturing,3,7472,60,27/12/2024,,,
Realbuzz,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,25/02/2024,Custom solution,Opportunity,5,Nurturing,3,6543,40,28/01/2025,,,
Vimbo,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Medium (201-500),Kevin Anderson,10/04/2024,Custom solution,Opportunity,5,Nurturing,3,4577,20,27/07/2024,,,
Rhynoodle,Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),David Wilson,04/03/2024,Services,Opportunity,5,Nurturing,3,2169,70,31/01/2025,,,
"Green, Block and Mayer",Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Kevin Anderson,21/05/2024,SAAS,Opportunity,5,Nurturing,3,5718,40,11/08/2024,,,
Morissette LLC,Belgium,51.260197,4.402771,Government Administration Healthcare,Medium (201-500),Michael Brown,21/05/2024,SAAS,Opportunity,5,Nurturing,3,4346,50,27/07/2024,,,
"Stoltenberg, Labadie and Spencer",Portugal,38.736946,-9.142685,Energy & Utilities,Medium (201-500),Laura Thompson,13/02/2024,SAAS,Opportunity,5,Nurturing,3,4200,100,04/06/2024,,,
"Ondricka, Lubowitz and O'Connell",Netherlands,52.370216,4.895168,Manufacturing & Production,Medium (201-500),Laura Thompson,14/01/2024,SAAS,Opportunity,5,Nurturing,3,7387,100,16/11/2024,,,
Dickinson and Sons,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,28/03/2024,Services,Opportunity,5,Nurturing,3,3777,20,30/10/2024,,,
Waelchi Group,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Sarah Davis,16/05/2024,Custom solution,Opportunity,5,Nurturing,3,5951,20,07/05/2025,,,
Stanton-Mayert,Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Kevin Anderson,09/04/2024,SAAS,Opportunity,5,Nurturing,3,7344,60,11/02/2025,,,
Rath-Harvey,Netherlands,52.370216,4.895168,Energy & Utilities,Medium (201-500),John Smith,30/01/2024,SAAS,Opportunity,5,Nurturing,3,732,10,13/06/2024,,,
Zboncak-Lebsack,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),John Smith,29/01/2024,Custom solution,Opportunity,5,Nurturing,3,3550,70,25/04/2024,,,
